db	kind	api	file	line	owner_doc	sql_preview	notes
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	8133	globals.md	SELECT creature_id, RewOnKillRepFaction1, RewOnKillRepFaction2, IsTeamAward1, MaxStanding1, RewOnKillRepValue1, IsTeamAward2, MaxStanding2, RewOnKillRepValue2, TeamDependent FROM creature_onkill_reputation	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	8202	globals.md	SELECT faction, faction1, rate_1, rank_1, faction2, rate_2, rank_2, faction3, rate_3, rank_3, faction4, rate_4, rank_4, faction5, rate_5, rank_5 FROM reputation_spillover_template	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	8299	globals.md	SELECT ID, PositionX, PositionY, PositionZ, Icon, Flags, Importance, Name, WMOGroupID FROM points_of_interest	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	8344	globals.md	SELECT QuestID, BlobIndex, Idx1, ObjectiveIndex, QuestObjectiveID, QuestObjectID, MapID, UiMapID, Priority, Flags, WorldEffectID, PlayerConditionID, NavigationPlayerConditionID, SpawnTrackingID, AlwaysAllowMergingBlobs F...	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	8352	globals.md	SELECT QuestID, Idx1, X, Y, Z FROM quest_poi_points ORDER BY QuestID DESC, Idx1, Idx2	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	8420	globals.md	SELECT npc_entry, spell_id, cast_flags, user_type FROM npc_spellclick_spells	sync_api
world	inline_literal_sql	PQuery	game/Globals/ObjectMgr.cpp	8513	globals.md	SELECT id, quest FROM {}	formatted_sql;sync_api
characters	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	8614	globals.md	SELECT name FROM reserved_name	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	8839	globals.md	SELECT entry, content_default, content_loc1, content_loc2, content_loc3, content_loc4, content_loc5, content_loc6, content_loc7, content_loc8 FROM trinity_string	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	8884	globals.md	SELECT entry, skill FROM skill_fishing_base_level	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	8919	globals.md	SELECT ID, Value1, Value2, Value3, Value4, Value5, Value6, Value7, Value8, Value9, Value10, Value11, Value12, Value13, Value14, Value15, Value16 FROM skill_tiers	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	9036	globals.md	SELECT id, position_x, position_y, position_z, orientation, map, name FROM game_tele	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	9194	globals.md	SELECT level, raceMask, mailTemplateId, senderEntry FROM mail_level_reward	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	9254	globals.md	SELECT TrainerId, SpellId, MoneyCost, ReqSkillLine, ReqSkillRank, ReqAbility1, ReqAbility2, ReqAbility3, ReqLevel FROM trainer_spell	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	9305	globals.md	SELECT Id, Type, Greeting FROM trainer	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	9334	globals.md	SELECT Id, locale, Greeting_lang FROM trainer_locale	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	9364	globals.md	SELECT CreatureID, TrainerID, MenuID, OptionID FROM creature_trainer	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	9467	globals.md	SELECT entry, item, maxcount, incrtime, ExtendedCost, type, BonusListIDs, PlayerConditionID, IgnoreFiltering FROM npc_vendor ORDER BY entry, slot ASC	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	9521	globals.md	SELECT MenuID, TextID FROM gossip_menu	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	9556	globals.md	SELECT MenuID, GossipOptionID, OptionID, OptionNpc, OptionText, OptionBroadcastTextID, Language, Flags, ActionMenuID, ActionPoiID, GossipNpcOptionID, BoxCoded, BoxMoney, BoxText, BoxBroadcastTextID, SpellID, OverrideIcon...	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	9687	globals.md	SELECT MenuID, FriendshipFactionID FROM gossip_menu_addon	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10000	globals.md	SELECT level, class, basehp0, basehp1, basehp2, basemana, basearmor, attackpower, rangedattackpower, damage_base, damage_exp1, damage_exp2 FROM creature_classlevelstats	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10068	globals.md	SELECT alliance_id, horde_id FROM player_factionchange_achievement	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10125	globals.md	SELECT alliance_id, horde_id FROM player_factionchange_quests	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10160	globals.md	SELECT alliance_id, horde_id FROM player_factionchange_reputations	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10195	globals.md	SELECT alliance_id, horde_id FROM player_factionchange_spells	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10230	globals.md	SELECT alliance_id, horde_id FROM player_factionchange_titles	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10292	globals.md	SELECT TerrainSwapMap, UiMapPhaseId FROM `terrain_worldmap`	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10335	globals.md	SELECT MapId, TerrainSwapMap FROM `terrain_swap_defaults`	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10379	globals.md	SELECT AreaId, PhaseId FROM `phase_area`	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10538	globals.md	SELECT raceID, expansion, achievementId FROM `race_unlock_requirement`	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10583	globals.md	SELECT ClassID, RaceID, ActiveExpansionLevel, AccountExpansionLevel FROM `class_expansion_requirement`	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10704	globals.md	SELECT GameObjectEntry, ItemId, Idx FROM gameobject_questitem ORDER BY Idx ASC	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10749	globals.md	SELECT CreatureEntry, DifficultyID, ItemId, Idx FROM creature_questitem ORDER BY Idx ASC	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10839	globals.md	SELECT SceneId, Flags, ScriptPackageID, Encrypted, ScriptName FROM scene_template	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10872	globals.md	SELECT ChoiceId, UiTextureKitId, SoundKitId, CloseSoundKitId, Duration, Question, PendingChoiceText, HideWarboardHeader, KeepOpenAfterChoice FROM playerchoice	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10908	globals.md	SELECT ChoiceId, ResponseId, ResponseIdentifier, ChoiceArtFileId, Flags, WidgetSetID, UiTextureAtlasElementID, SoundKitID, GroupID, UiTextureKitID, Answer, Header, SubHeader, ButtonTooltip, Description, Confirmation, Rew...	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	10953	globals.md	SELECT ChoiceId, ResponseId, TitleId, PackageId, SkillLineId, SkillPointCount, ArenaPointCount, HonorPointCount, Money, Xp FROM playerchoice_response_reward	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	11013	globals.md	SELECT ChoiceId, ResponseId, ItemId, BonusListIDs, Quantity FROM playerchoice_response_reward_item ORDER BY `Index` ASC	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	11063	globals.md	SELECT ChoiceId, ResponseId, CurrencyId, Quantity FROM playerchoice_response_reward_currency ORDER BY `Index` ASC	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	11109	globals.md	SELECT ChoiceId, ResponseId, FactionId, Quantity FROM playerchoice_response_reward_faction ORDER BY `Index` ASC	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	11155	globals.md	SELECT ChoiceId, ResponseId, ItemId, BonusListIDs, Quantity FROM playerchoice_response_reward_item_choice ORDER BY `Index` ASC	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	11205	globals.md	SELECT ChoiceId, ResponseId, TypeArtFileID, Rarity, RarityColor, SpellID, MaxStacks FROM playerchoice_response_maw_power	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	11257	globals.md	SELECT ChoiceId, locale, Question FROM playerchoice_locale	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	11286	globals.md	SELECT ChoiceID, ResponseID, locale, Answer, Header, SubHeader, ButtonTooltip, Description, Confirmation FROM playerchoice_response_locale	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	11339	globals.md	SELECT id, speed, treatSpeedAsMoveTimeSeconds, jumpGravity, spellVisualId, progressCurveId, parabolicCurveId FROM jump_charge_params	sync_api
world	inline_literal_sql	Query	game/Globals/ObjectMgr.cpp	11417	globals.md	SELECT `ID`, `Name` FROM `phase_name`	sync_api
characters	inline_literal_sql	DirectExecute	game/Groups/GroupMgr.cpp	133	groups.md	DELETE FROM group_member WHERE memberGuid NOT IN (SELECT guid FROM characters)	sync_api
characters	inline_literal_sql	DirectExecute	game/Groups/GroupMgr.cpp	135	groups.md	DELETE FROM `groups` WHERE leaderGuid NOT IN (SELECT guid FROM characters)	sync_api
characters	inline_literal_sql	DirectExecute	game/Groups/GroupMgr.cpp	137	groups.md	DELETE FROM `groups` WHERE guid NOT IN (SELECT guid FROM group_member GROUP BY guid HAVING COUNT(guid) > 1)	sync_api
characters	inline_literal_sql	DirectExecute	game/Groups/GroupMgr.cpp	139	groups.md	DELETE FROM group_member WHERE guid NOT IN (SELECT guid FROM `groups`)	sync_api
characters	inline_literal_sql	Query	game/Groups/GroupMgr.cpp	142	groups.md	SELECT g.leaderGuid, g.lootMethod, g.looterGuid, g.lootThreshold, g.icon1, g.icon2, g.icon3, g.icon4, g.icon5, g.icon6 , g.icon7, g.icon8, g.groupType, g.difficulty, g.raiddifficulty, g.legacyRaidDifficulty, g.masterLoot...	sync_api
characters	inline_literal_sql	Query	game/Groups/GroupMgr.cpp	180	groups.md	SELECT guid, memberGuid, memberFlags, subgroup, roles FROM group_member ORDER BY guid	sync_api
characters	inline_literal_sql	Query	game/Guilds/GuildMgr.cpp	125	guilds.md	SELECT g.guildid, g.name, g.leaderguid, g.EmblemStyle, g.EmblemColor, g.BorderStyle, g.BorderColor, g.BackgroundColor, g.info, g.motd, g.createdate, g.BankMoney, COUNT(gbt.guildid) FROM guild g LEFT JOIN guild_bank_tab g...	sync_api
characters	inline_literal_sql	DirectExecute	game/Guilds/GuildMgr.cpp	165	guilds.md	DELETE gr FROM guild_rank gr LEFT JOIN guild g ON gr.guildId = g.guildId WHERE g.guildId IS NULL	sync_api
characters	inline_literal_sql	Query	game/Guilds/GuildMgr.cpp	168	guilds.md	SELECT guildid, rid, RankOrder, rname, rights, BankMoneyPerDay FROM guild_rank ORDER BY guildid ASC, rid ASC	sync_api
characters	inline_literal_sql	DirectExecute	game/Guilds/GuildMgr.cpp	199	guilds.md	DELETE gm FROM guild_member gm LEFT JOIN guild g ON gm.guildId = g.guildId WHERE g.guildId IS NULL	sync_api
characters	inline_literal_sql	DirectExecute	game/Guilds/GuildMgr.cpp	200	guilds.md	DELETE gm FROM guild_member_withdraw gm LEFT JOIN guild_member g ON gm.guid = g.guid WHERE g.guid IS NULL	sync_api
characters	inline_literal_sql	Query	game/Guilds/GuildMgr.cpp	203	guilds.md	SELECT gm.guildid, gm.guid, `rank`, pnote, offnote, w.tab0, w.tab1, w.tab2, w.tab3, w.tab4, w.tab5, w.tab6, w.tab7, w.money, c.name, c.level, c.race, c.class, c.gender, c.zone, c.account, c.logout_time FROM guild_member ...	sync_api
characters	inline_literal_sql	DirectExecute	game/Guilds/GuildMgr.cpp	238	guilds.md	DELETE gbr FROM guild_bank_right gbr LEFT JOIN guild g ON gbr.guildId = g.guildId WHERE g.guildId IS NULL	sync_api
characters	inline_literal_sql	Query	game/Guilds/GuildMgr.cpp	241	guilds.md	SELECT guildid, TabId, rid, gbright, SlotPerDay FROM guild_bank_right ORDER BY guildid ASC, TabId ASC	sync_api
characters	inline_literal_sql	DirectPExecute	game/Guilds/GuildMgr.cpp	271	guilds.md	DELETE FROM guild_eventlog WHERE LogGuid > {}	formatted_sql;sync_api
characters	inline_literal_sql	Query	game/Guilds/GuildMgr.cpp	274	guilds.md	SELECT guildid, LogGuid, EventType, PlayerGuid1, PlayerGuid2, NewRank, TimeStamp FROM guild_eventlog ORDER BY TimeStamp DESC, LogGuid DESC	sync_api
characters	inline_literal_sql	DirectPExecute	game/Guilds/GuildMgr.cpp	305	guilds.md	DELETE FROM guild_bank_eventlog WHERE LogGuid > {}	formatted_sql;sync_api
characters	inline_literal_sql	Query	game/Guilds/GuildMgr.cpp	308	guilds.md	SELECT guildid, TabId, LogGuid, EventType, PlayerGuid, ItemOrMoney, ItemStackCount, DestTabId, TimeStamp FROM guild_bank_eventlog ORDER BY TimeStamp DESC, LogGuid DESC	sync_api
characters	inline_literal_sql	DirectPExecute	game/Guilds/GuildMgr.cpp	338	guilds.md	DELETE FROM guild_newslog WHERE LogGuid > {}	formatted_sql;sync_api
characters	inline_literal_sql	Query	game/Guilds/GuildMgr.cpp	341	guilds.md	SELECT guildid, LogGuid, EventType, PlayerGuid, Flags, Value, Timestamp FROM guild_newslog ORDER BY TimeStamp DESC, LogGuid DESC	sync_api
characters	inline_literal_sql	DirectExecute	game/Guilds/GuildMgr.cpp	370	guilds.md	DELETE gbt FROM guild_bank_tab gbt LEFT JOIN guild g ON gbt.guildId = g.guildId WHERE g.guildId IS NULL	sync_api
characters	inline_literal_sql	Query	game/Guilds/GuildMgr.cpp	373	guilds.md	SELECT guildid, TabId, TabName, TabIcon, TabText FROM guild_bank_tab ORDER BY guildid ASC, TabId ASC	sync_api
characters	inline_literal_sql	DirectExecute	game/Guilds/GuildMgr.cpp	404	guilds.md	DELETE gbi FROM guild_bank_item gbi LEFT JOIN guild g ON gbi.guildId = g.guildId WHERE g.guildId IS NULL	sync_api
world	inline_literal_sql	Query	game/Guilds/GuildMgr.cpp	499	guilds.md	SELECT ItemID, MinGuildRep, RaceMask, Cost FROM guild_rewards	sync_api
characters	inline_literal_sql	AsyncQuery	game/Handlers/CalendarHandler.cpp	383	handlers.md	SELECT 1 FROM character_social cs INNER JOIN characters friend_character ON cs.friend = friend_character.guid WHERE cs.guid = {} AND friend_character.account = {} AND (cs.flags & {}) <> 0	formatted_sql;async_api
characters	dynamic_sql_candidate	Execute	game/Handlers/CharacterHandler.cpp	1264	handlers.md	-	no_literal_sql_in_call;sync_api
characters	dynamic_sql_candidate	Execute	game/Handlers/CharacterHandler.cpp	1269	handlers.md	-	no_literal_sql_in_call;sync_api
characters	inline_literal_sql	Query	game/Instances/InstanceLockMgr.cpp	119	instances.md	SELECT instanceId, data, completedEncountersMask FROM instance	sync_api
characters	inline_literal_sql	Query	game/Instances/InstanceLockMgr.cpp	138	instances.md	SELECT guid, mapId, lockId, instanceId, difficulty, data, completedEncountersMask, expiryTime, extended FROM character_instance_lock ORDER BY instanceId	sync_api
characters	inline_literal_sql	PExecute	game/Instances/InstanceLockMgr.cpp	161	instances.md	DELETE FROM character_instance_lock WHERE instanceId = {}	formatted_sql;sync_api
world	inline_literal_sql	PQuery	game/Loot/LootMgr.cpp	137	loot.md	SELECT Entry, Item, Reference, Chance, QuestRequired, LootMode, GroupId, MinCount, MaxCount FROM {}	formatted_sql;sync_api
characters	inline_literal_sql	Query	game/Maps/MapManager.cpp	385	maps.md	SELECT IFNULL(MAX(instanceId), 0) FROM instance	sync_api
characters	inline_literal_sql	Query	game/Maps/MapManager.cpp	388	maps.md	SELECT IFNULL(MAX(instanceId), 0) FROM character_instance_lock	sync_api
world	inline_literal_sql	Query	game/Maps/TransportMgr.cpp	196	maps.md	SELECT entry FROM gameobject_template WHERE type = 15 ORDER BY entry ASC	sync_api
world	inline_literal_sql	Query	game/Maps/TransportMgr.cpp	276	maps.md	SELECT guid, entry, phaseUseFlags, phaseid, phasegroup FROM transports	sync_api
world	inline_literal_sql	Query	game/Movement/Waypoints/WaypointManager.cpp	42	movement-generators.md	SELECT PathId, MoveType, Flags FROM waypoint_path	sync_api
world	inline_literal_sql	Query	game/Movement/Waypoints/WaypointManager.cpp	65	movement-generators.md	SELECT PathId, NodeId, PositionX, PositionY, PositionZ, Orientation, Delay FROM waypoint_path_node ORDER BY PathId, NodeId	sync_api
world	inline_literal_sql	Query	game/OutdoorPvP/OutdoorPvPMgr.cpp	56	outdoorpvp.md	SELECT TypeId, ScriptName FROM outdoorpvp_template	sync_api
characters	inline_literal_sql	Query	game/Petitions/PetitionMgr.cpp	43	petitions.md	SELECT petitionguid, ownerguid, name FROM petition	sync_api
characters	inline_literal_sql	Query	game/Petitions/PetitionMgr.cpp	65	petitions.md	SELECT petitionguid, player_account, playerguid FROM petition_sign	sync_api
world	inline_literal_sql	Query	game/Pools/PoolMgr.cpp	448	pools.md	SELECT entry, max_limit FROM pool_template	sync_api
world	inline_literal_sql	Query	game/Pools/PoolMgr.cpp	481	pools.md	SELECT spawnId, poolSpawnId, chance FROM pool_members WHERE type = 0	sync_api
world	inline_literal_sql	Query	game/Pools/PoolMgr.cpp	547	pools.md	SELECT spawnId, poolSpawnId, chance FROM pool_members WHERE type = 1	sync_api
world	inline_literal_sql	Query	game/Pools/PoolMgr.cpp	616	pools.md	SELECT spawnId, poolSpawnId, chance FROM pool_members WHERE type = 2	sync_api
world	inline_literal_sql	Query	game/Pools/PoolMgr.cpp	730	pools.md	SELECT DISTINCT pool_template.entry, pool_members.spawnId, pool_members.poolSpawnId FROM pool_template LEFT JOIN game_event_pool ON pool_template.entry = game_event_pool.pool_entry LEFT JOIN pool_members ON pool_members....	sync_api
world	inline_literal_sql	Query	game/Pools/QuestPools.cpp	77	pools.md	SELECT qpm.questId, qpm.poolId, qpm.poolIndex, qpt.numActive FROM quest_pool_members qpm LEFT JOIN quest_pool_template qpt ON qpm.poolId = qpt.poolId	sync_api
characters	inline_literal_sql	Query	game/Pools/QuestPools.cpp	130	pools.md	SELECT pool_id, quest_id FROM pool_quest_save	sync_api
world	inline_literal_sql	Query	game/Scenarios/ScenarioMgr.cpp	69	scenarios.md	SELECT map, difficulty, scenario_A, scenario_H FROM scenarios	sync_api
world	inline_literal_sql	Query	game/Scenarios/ScenarioMgr.cpp	152	scenarios.md	SELECT CriteriaTreeID, BlobIndex, Idx1, MapID, UiMapID, Priority, Flags, WorldEffectID, PlayerConditionID, NavigationPlayerConditionID FROM scenario_poi ORDER BY CriteriaTreeID, Idx1	sync_api
world	inline_literal_sql	Query	game/Scenarios/ScenarioMgr.cpp	160	scenarios.md	SELECT CriteriaTreeID, Idx1, X, Y, Z FROM scenario_poi_points ORDER BY CriteriaTreeID DESC, Idx1, Idx2	sync_api
world	inline_literal_sql	Query	game/Scripting/ScriptSystem.cpp	42	scripting.md	SELECT entry, chainId, splineId, expectedDuration, msUntilNext, velocity FROM script_spline_chain_meta ORDER BY entry asc, chainId asc, splineId asc	sync_api
world	inline_literal_sql	Query	game/Scripting/ScriptSystem.cpp	44	scripting.md	SELECT entry, chainId, splineId, wpId, x, y, z FROM script_spline_chain_waypoints ORDER BY entry asc, chainId asc, splineId asc, wpId asc	sync_api
auth_login	inline_literal_sql	PExecute	game/Server/WorldSession.cpp	155	server.md	UPDATE account SET online = 1 WHERE id = {};	formatted_sql;sync_api
auth_login	inline_literal_sql	PExecute	game/Server/WorldSession.cpp	186	server.md	UPDATE account SET online = 0 WHERE id = {};	formatted_sql;sync_api
world	inline_literal_sql	Query	game/Skills/SkillDiscovery.cpp	55	skills.md	SELECT spellId, reqSpell, reqSkillValue, chance FROM skill_discovery_template	sync_api
world	inline_literal_sql	Query	game/Skills/SkillExtraItems.cpp	58	skills.md	SELECT spellId, requiredSpecialization, perfectCreateChance, perfectItemType FROM skill_perfect_item_template	sync_api
world	inline_literal_sql	Query	game/Skills/SkillExtraItems.cpp	145	skills.md	SELECT spellId, requiredSpecialization, additionalCreateChance, additionalMaxNum FROM skill_extra_item_template	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	894	spells-mgr.md	SELECT spell_id, req_spell from spell_required	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	997	spells-mgr.md	SELECT entry, SpellID, Active FROM spell_learn_spell	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	1148	spells-mgr.md	SELECT ID, EffectIndex, MapID, PositionX, PositionY, PositionZ, Orientation FROM spell_target_position	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	1261	spells-mgr.md	SELECT id, spell_id FROM spell_group	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	1342	spells-mgr.md	SELECT group_id, stack_rule FROM spell_group_stack_rules	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	1491	spells-mgr.md	SELECT SpellId, SchoolMask, SpellFamilyName, SpellFamilyMask0, SpellFamilyMask1, SpellFamilyMask2, SpellFamilyMask3, ProcFlags, ProcFlags2, SpellTypeMask, SpellPhaseMask, HitMask, AttributesMask, DisableEffectsMask, Proc...	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	1903	spells-mgr.md	SELECT entry, flatMod, pctMod, apPctMod FROM spell_threat	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	1963	spells-mgr.md	SELECT spell, effectId, pet, aura FROM spell_pet_auras	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	2029	spells-mgr.md	SELECT EnchantID, Chance, ProcsPerMinute, HitMask, AttributesMask FROM spell_enchant_proc_data	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	2072	spells-mgr.md	SELECT spell_trigger, spell_effect, type FROM spell_linked_spell	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	2298	spells-mgr.md	SELECT spell, area, quest_start, quest_start_status, quest_end_status, quest_end, aura_spell, racemask, gender, flags FROM spell_area	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	2715	spells-mgr.md	SELECT SpellID, EffectIndex, DifficultyID, Effect, EffectAura, EffectAmplitude, EffectAttributes, EffectAuraPeriod, EffectBonusCoefficient, EffectChainAmplitude, EffectChainTargets, EffectItemType, EffectMechanic, Effect...	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	2832	spells-mgr.md	SELECT Id, DifficultyID, CategoryId, Dispel, Mechanic, Attributes, AttributesEx, AttributesEx2, AttributesEx3, AttributesEx4, AttributesEx5, AttributesEx6, AttributesEx7, AttributesEx8, AttributesEx9, AttributesEx10, Att...	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	2957	spells-mgr.md	SELECT entry, attributes FROM spell_custom_attr	sync_api
world	inline_literal_sql	Query	game/Spells/SpellMgr.cpp	4974	spells-mgr.md	SELECT SpellID, RaceID, DisplayID from spell_totem_model	sync_api
characters	dynamic_sql_candidate	Query	game/Support/SupportMgr.cpp	556	support.md	-	no_literal_sql_in_call;sync_api
world	inline_literal_sql	Query	game/Texts/CreatureTextMgr.cpp	148	texts.md	SELECT CreatureId, GroupId, ID, Locale, Text FROM creature_text_locale	sync_api
characters	inline_literal_sql	PQuery	game/Tools/CharacterDatabaseCleaner.cpp	69	tools.md	SELECT DISTINCT {} FROM {}	formatted_sql;sync_api
characters	dynamic_sql_candidate	Execute	game/Tools/CharacterDatabaseCleaner.cpp	102	tools.md	-	no_literal_sql_in_call;sync_api
characters	inline_literal_sql	DirectPExecute	game/Tools/CharacterDatabaseCleaner.cpp	148	tools.md	DELETE FROM character_talent WHERE talentGroup > {}	formatted_sql;sync_api
characters	inline_literal_sql	DirectExecute	game/Tools/CharacterDatabaseCleaner.cpp	154	tools.md	DELETE FROM character_queststatus WHERE status = 0	sync_api
characters	inline_literal_sql	PQuery	game/Tools/PlayerDump.cpp	281	tools.md	DESC {}	formatted_sql;sync_api
characters	inline_literal_sql	PQuery	game/Tools/PlayerDump.cpp	694	tools.md	SELECT {} FROM {} WHERE {}	formatted_sql;sync_api
characters	inline_literal_sql	PQuery	game/Tools/PlayerDump.cpp	763	tools.md	SELECT * FROM {} WHERE {}	formatted_sql;sync_api
world	inline_literal_sql	Query	game/Warden/WardenCheckMgr.cpp	42	warden.md	SELECT MAX(id) FROM warden_checks	sync_api
world	inline_literal_sql	Query	game/Warden/WardenCheckMgr.cpp	57	warden.md	SELECT id, type, data, result, address, length, str, comment FROM warden_checks ORDER BY id ASC	sync_api
characters	inline_literal_sql	Query	game/Warden/WardenCheckMgr.cpp	140	warden.md	SELECT wardenId, action FROM warden_action	sync_api
world	inline_literal_sql	Query	game/Weather/WeatherMgr.cpp	49	weather.md	SELECT zone, spring_rain_chance, spring_snow_chance, spring_storm_chance, summer_rain_chance, summer_snow_chance, summer_storm_chance, fall_rain_chance, fall_snow_chance, fall_storm_chance, winter_rain_chance, winter_sno...	sync_api
auth_login	inline_literal_sql	PExecute	game/World/World.cpp	1792	world.md	UPDATE realmlist SET icon = {}, timezone = {} WHERE id = '{}'	formatted_sql;sync_api
auth_login	inline_literal_sql	PExecute	game/World/World.cpp	2393	world.md	INSERT INTO uptime (realmid, starttime, uptime, revision) VALUES({}, {}, 0, '{}')	formatted_sql;sync_api
auth_login	inline_literal_sql	Execute	game/World/World.cpp	2482	world.md	DELETE FROM ip_banned WHERE unbandate <= UNIX_TIMESTAMP() AND unbandate<>bandate	sync_api
characters	inline_literal_sql	Execute	game/World/World.cpp	3737	world.md	UPDATE `character_currency` SET `WeeklyQuantity` = 0	sync_api
world	inline_literal_sql	Query	game/World/World.cpp	3805	world.md	SELECT db_version, cache_id FROM version LIMIT 1	sync_api
characters	inline_literal_sql	Query	game/World/World.cpp	3870	world.md	SELECT ID, Value FROM world_variable	sync_api
world	inline_literal_sql	Query	game/World/WorldStates/WorldStateMgr.cpp	44	world.md	SELECT ID, DefaultValue, MapIDs, AreaIDs, ScriptName FROM world_state	sync_api
characters	inline_literal_sql	Query	game/World/WorldStates/WorldStateMgr.cpp	145	world.md	SELECT Id, Value FROM world_state_value	sync_api
auth_login	inline_literal_sql	PQuery	scripts/Commands/cs_ban.cpp	281	commands.md	SELECT FROM_UNIXTIME(bandate), unbandate-bandate, active, unbandate, banreason, bannedby FROM account_banned WHERE id = '{}' ORDER BY bandate ASC	formatted_sql;sync_api
auth_login	inline_literal_sql	PQuery	scripts/Commands/cs_ban.cpp	378	commands.md	SELECT ip, FROM_UNIXTIME(bandate), FROM_UNIXTIME(unbandate), unbandate-UNIX_TIMESTAMP(), banreason, bannedby, unbandate-bandate FROM ip_banned WHERE ip = '{}'	formatted_sql;sync_api
auth_login	inline_literal_sql	PQuery	scripts/Commands/cs_ban.cpp	439	commands.md	SELECT account.username FROM account, account_banned WHERE account_banned.id='{}' AND account_banned.id = account.id	formatted_sql;sync_api
auth_login	inline_literal_sql	PQuery	scripts/Commands/cs_ban.cpp	470	commands.md	SELECT bandate, unbandate, bannedby, banreason FROM account_banned WHERE id = {} ORDER BY unbandate	formatted_sql;sync_api
characters	dynamic_sql_candidate	Query	scripts/Commands/cs_ban.cpp	537	commands.md	-	no_literal_sql_in_call;sync_api
characters	dynamic_sql_candidate	Query	scripts/Commands/cs_ban.cpp	559	commands.md	-	no_literal_sql_in_call;sync_api
